package,version,license,resolved
https-proxy-agent,7.0.6,MIT,https://registry.npmjs.org/https-proxy-agent/-/https-proxy-agent-7.0.6.tgz
iconv-lite,0.6.3,MIT,https://registry.npmjs.org/iconv-lite/-/iconv-lite-0.6.3.tgz
ignore,5.3.2,MIT,https://registry.npmjs.org/ignore/-/ignore-5.3.2.tgz
import-fresh,3.3.1,MIT,https://registry.npmjs.org/import-fresh/-/import-fresh-3.3.1.tgz
imurmurhash,0.1.4,MIT,https://registry.npmjs.org/imurmurhash/-/imurmurhash-0.1.4.tgz
indent-string,4.0.0,MIT,https://registry.npmjs.org/indent-string/-/indent-string-4.0.0.tgz
is-extglob,2.1.1,MIT,https://registry.npmjs.org/is-extglob/-/is-extglob-2.1.1.tgz
is-glob,4.0.3,MIT,https://registry.npmjs.org/is-glob/-/is-glob-4.0.3.tgz
is-number,7.0.0,MIT,https://registry.npmjs.org/is-number/-/is-number-7.0.0.tgz
is-potential-custom-element-name,1.0.1,MIT,https://registry.npmjs.org/is-potential-custom-element-name/-/is-potential-custom-element-name-1.0.1.tgz
isexe,2.0.0,ISC,https://registry.npmjs.org/isexe/-/isexe-2.0.0.tgz
js-tokens,4.0.0,MIT,https://registry.npmjs.org/js-tokens/-/js-tokens-4.0.0.tgz
js-yaml,4.3.0,MIT,https://registry.npmjs.org/js-yaml/-/js-yaml-4.3.0.tgz
jsdom,26.1.0,MIT,https://registry.npmjs.org/jsdom/-/jsdom-26.1.0.tgz
jsesc,3.1.0,MIT,https://registry.npmjs.org/jsesc/-/jsesc-3.1.0.tgz
json-buffer,3.0.1,MIT,https://registry.npmjs.org/json-buffer/-/json-buffer-3.0.1.tgz
json-schema-traverse,0.4.1,MIT,https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz
json-stable-stringify-without-jsonify,1.0.1,MIT,https://registry.npmjs.org/json-stable-stringify-without-jsonify/-/json-stable-stringify-without-jsonify-1.0.1.tgz
json5,2.2.3,MIT,https://registry.npmjs.org/json5/-/json5-2.2.3.tgz
keyv,4.5.4,MIT,https://registry.npmjs.org/keyv/-/keyv-4.5.4.tgz
levn,0.4.1,MIT,https://registry.npmjs.org/levn/-/levn-0.4.1.tgz
locate-path,6.0.0,MIT,https://registry.npmjs.org/locate-path/-/locate-path-6.0.0.tgz
lodash,4.18.1,MIT,https://registry.npmjs.org/lodash/-/lodash-4.18.1.tgz
lodash.merge,4.6.2,MIT,https://registry.npmjs.org/lodash.merge/-/lodash.merge-4.6.2.tgz
loupe,3.2.1,MIT,https://registry.npmjs.org/loupe/-/loupe-3.2.1.tgz
lru-cache,5.1.1,ISC,https://registry.npmjs.org/lru-cache/-/lru-cache-5.1.1.tgz
lucide-react,0.525.0,ISC,https://registry.npmjs.org/lucide-react/-/lucide-react-0.525.0.tgz
lz-string,1.5.0,MIT,https://registry.npmjs.org/lz-string/-/lz-string-1.5.0.tgz
magic-string,0.30.21,MIT,https://registry.npmjs.org/magic-string/-/magic-string-0.30.21.tgz
merge2,1.4.1,MIT,https://registry.npmjs.org/merge2/-/merge2-1.4.1.tgz
micromatch,4.0.8,MIT,https://registry.npmjs.org/micromatch/-/micromatch-4.0.8.tgz
min-indent,1.0.1,MIT,https://registry.npmjs.org/min-indent/-/min-indent-1.0.1.tgz
minimatch,3.1.5,ISC,https://registry.npmjs.org/minimatch/-/minimatch-3.1.5.tgz
ms,2.1.3,MIT,https://registry.npmjs.org/ms/-/ms-2.1.3.tgz
nanoid,3.3.16,MIT,https://registry.npmjs.org/nanoid/-/nanoid-3.3.16.tgz
natural-compare,1.4.0,MIT,https://registry.npmjs.org/natural-compare/-/natural-compare-1.4.0.tgz
node-releases,2.0.51,MIT,https://registry.npmjs.org/node-releases/-/node-releases-2.0.51.tgz
nwsapi,2.2.24,MIT,https://registry.npmjs.org/nwsapi/-/nwsapi-2.2.24.tgz
optionator,0.9.4,MIT,https://registry.npmjs.org/optionator/-/optionator-0.9.4.tgz
p-limit,3.1.0,MIT,https://registry.npmjs.org/p-limit/-/p-limit-3.1.0.tgz
p-locate,5.0.0,MIT,https://registry.npmjs.org/p-locate/-/p-locate-5.0.0.tgz
parent-module,1.0.1,MIT,https://registry.npmjs.org/parent-module/-/parent-module-1.0.1.tgz
parse5,7.3.0,MIT,https://registry.npmjs.org/parse5/-/parse5-7.3.0.tgz
path-exists,4.0.0,MIT,https://registry.npmjs.org/path-exists/-/path-exists-4.0.0.tgz
path-key,3.1.1,MIT,https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz
pathe,2.0.3,MIT,https://registry.npmjs.org/pathe/-/pathe-2.0.3.tgz
pathval,2.0.1,MIT,https://registry.npmjs.org/pathval/-/pathval-2.0.1.tgz
picocolors,1.1.1,ISC,https://registry.npmjs.org/picocolors/-/picocolors-1.1.1.tgz
picomatch,2.3.2,MIT,https://registry.npmjs.org/picomatch/-/picomatch-2.3.2.tgz
playwright,1.54.1,Apache-2.0,https://registry.npmjs.org/playwright/-/playwright-1.54.1.tgz
playwright-core,1.54.1,Apache-2.0,https://registry.npmjs.org/playwright-core/-/playwright-core-1.54.1.tgz
postcss,8.5.20,MIT,https://registry.npmjs.org/postcss/-/postcss-8.5.20.tgz
prelude-ls,1.2.1,MIT,https://registry.npmjs.org/prelude-ls/-/prelude-ls-1.2.1.tgz
pretty-format,27.5.1,MIT,https://registry.npmjs.org/pretty-format/-/pretty-format-27.5.1.tgz
pretty-format/node_modules/ansi-styles,5.2.0,MIT,https://registry.npmjs.org/ansi-styles/-/ansi-styles-5.2.0.tgz
punycode,2.3.1,MIT,https://registry.npmjs.org/punycode/-/punycode-2.3.1.tgz
queue-microtask,1.2.3,MIT,https://registry.npmjs.org/queue-microtask/-/queue-microtask-1.2.3.tgz
react,19.1.0,MIT,https://registry.npmjs.org/react/-/react-19.1.0.tgz
react-chartjs-2,5.3.0,MIT,https://registry.npmjs.org/react-chartjs-2/-/react-chartjs-2-5.3.0.tgz
react-dom,19.1.0,MIT,https://registry.npmjs.org/react-dom/-/react-dom-19.1.0.tgz
react-is,17.0.2,MIT,https://registry.npmjs.org/react-is/-/react-is-17.0.2.tgz
react-refresh,0.17.0,MIT,https://registry.npmjs.org/react-refresh/-/react-refresh-0.17.0.tgz
react-router,7.7.1,MIT,https://registry.npmjs.org/react-router/-/react-router-7.7.1.tgz
react-router-dom,7.7.1,MIT,https://registry.npmjs.org/react-router-dom/-/react-router-dom-7.7.1.tgz
redent,3.0.0,MIT,https://registry.npmjs.org/redent/-/redent-3.0.0.tgz
resolve-from,4.0.0,MIT,https://registry.npmjs.org/resolve-from/-/resolve-from-4.0.0.tgz
reusify,1.1.0,MIT,https://registry.npmjs.org/reusify/-/reusify-1.1.0.tgz
rollup,4.62.2,MIT,https://registry.npmjs.org/rollup/-/rollup-4.62.2.tgz
rrweb-cssom,0.8.0,MIT,https://registry.npmjs.org/rrweb-cssom/-/rrweb-cssom-0.8.0.tgz
run-parallel,1.2.0,MIT,https://registry.npmjs.org/run-parallel/-/run-parallel-1.2.0.tgz
safer-buffer,2.1.2,MIT,https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz
saxes,6.0.0,ISC,https://registry.npmjs.org/saxes/-/saxes-6.0.0.tgz
scheduler,0.26.0,MIT,https://registry.npmjs.org/scheduler/-/scheduler-0.26.0.tgz
semver,6.3.1,ISC,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz
set-cookie-parser,2.7.2,MIT,https://registry.npmjs.org/set-cookie-parser/-/set-cookie-parser-2.7.2.tgz
shebang-command,2.0.0,MIT,https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz
shebang-regex,3.0.0,MIT,https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz
siginfo,2.0.0,ISC,https://registry.npmjs.org/siginfo/-/siginfo-2.0.0.tgz
source-map-js,1.2.1,BSD-3-Clause,https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz
stackback,0.0.2,MIT,https://registry.npmjs.org/stackback/-/stackback-0.0.2.tgz
std-env,3.10.0,MIT,https://registry.npmjs.org/std-env/-/std-env-3.10.0.tgz
strip-indent,3.0.0,MIT,https://registry.npmjs.org/strip-indent/-/strip-indent-3.0.0.tgz
strip-json-comments,3.1.1,MIT,https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-3.1.1.tgz
strip-literal,3.1.0,MIT,https://registry.npmjs.org/strip-literal/-/strip-literal-3.1.0.tgz
strip-literal/node_modules/js-tokens,9.0.1,MIT,https://registry.npmjs.org/js-tokens/-/js-tokens-9.0.1.tgz
supports-color,7.2.0,MIT,https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz
symbol-tree,3.2.4,MIT,https://registry.npmjs.org/symbol-tree/-/symbol-tree-3.2.4.tgz
tinybench,2.9.0,MIT,https://registry.npmjs.org/tinybench/-/tinybench-2.9.0.tgz
tinyexec,0.3.2,MIT,https://registry.npmjs.org/tinyexec/-/tinyexec-0.3.2.tgz
tinyglobby,0.2.17,MIT,https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz
tinyglobby/node_modules/fdir,6.5.0,MIT,https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz
tinyglobby/node_modules/picomatch,4.0.5,MIT,https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz
tinypool,1.1.1,MIT,https://registry.npmjs.org/tinypool/-/tinypool-1.1.1.tgz
tinyrainbow,2.0.0,MIT,https://registry.npmjs.org/tinyrainbow/-/tinyrainbow-2.0.0.tgz
tinyspy,4.0.4,MIT,https://registry.npmjs.org/tinyspy/-/tinyspy-4.0.4.tgz
tldts,6.1.86,MIT,https://registry.npmjs.org/tldts/-/tldts-6.1.86.tgz
tldts-core,6.1.86,MIT,https://registry.npmjs.org/tldts-core/-/tldts-core-6.1.86.tgz
to-regex-range,5.0.1,MIT,https://registry.npmjs.org/to-regex-range/-/to-regex-range-5.0.1.tgz
tough-cookie,5.1.2,BSD-3-Clause,https://registry.npmjs.org/tough-cookie/-/tough-cookie-5.1.2.tgz
tr46,5.1.1,MIT,https://registry.npmjs.org/tr46/-/tr46-5.1.1.tgz
ts-api-utils,2.5.0,MIT,https://registry.npmjs.org/ts-api-utils/-/ts-api-utils-2.5.0.tgz
type-check,0.4.0,MIT,https://registry.npmjs.org/type-check/-/type-check-0.4.0.tgz
typescript,5.8.3,Apache-2.0,https://registry.npmjs.org/typescript/-/typescript-5.8.3.tgz
typescript-eslint,8.38.0,MIT,https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.38.0.tgz
undici-types,7.8.0,MIT,https://registry.npmjs.org/undici-types/-/undici-types-7.8.0.tgz
update-browserslist-db,1.2.3,MIT,https://registry.npmjs.org/update-browserslist-db/-/update-browserslist-db-1.2.3.tgz
uri-js,4.4.1,BSD-2-Clause,https://registry.npmjs.org/uri-js/-/uri-js-4.4.1.tgz
vite,7.0.6,MIT,https://registry.npmjs.org/vite/-/vite-7.0.6.tgz
vite-node,3.2.4,MIT,https://registry.npmjs.org/vite-node/-/vite-node-3.2.4.tgz
vite/node_modules/fdir,6.5.0,MIT,https://registry.npmjs.org/fdir/-/fdir-6.5.0.tgz
vite/node_modules/fsevents,2.3.3,MIT,https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz
vite/node_modules/picomatch,4.0.5,MIT,https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz
vitest,3.2.4,MIT,https://registry.npmjs.org/vitest/-/vitest-3.2.4.tgz
vitest/node_modules/picomatch,4.0.5,MIT,https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz
w3c-xmlserializer,5.0.0,MIT,https://registry.npmjs.org/w3c-xmlserializer/-/w3c-xmlserializer-5.0.0.tgz
webidl-conversions,7.0.0,BSD-2-Clause,https://registry.npmjs.org/webidl-conversions/-/webidl-conversions-7.0.0.tgz
whatwg-encoding,3.1.1,MIT,https://registry.npmjs.org/whatwg-encoding/-/whatwg-encoding-3.1.1.tgz
whatwg-mimetype,4.0.0,MIT,https://registry.npmjs.org/whatwg-mimetype/-/whatwg-mimetype-4.0.0.tgz
whatwg-url,14.2.0,MIT,https://registry.npmjs.org/whatwg-url/-/whatwg-url-14.2.0.tgz
which,2.0.2,ISC,https://registry.npmjs.org/which/-/which-2.0.2.tgz
why-is-node-running,2.3.0,MIT,https://registry.npmjs.org/why-is-node-running/-/why-is-node-running-2.3.0.tgz
word-wrap,1.2.5,MIT,https://registry.npmjs.org/word-wrap/-/word-wrap-1.2.5.tgz
ws,8.21.1,MIT,https://registry.npmjs.org/ws/-/ws-8.21.1.tgz
xml-name-validator,5.0.0,Apache-2.0,https://registry.npmjs.org/xml-name-validator/-/xml-name-validator-5.0.0.tgz
xmlchars,2.2.0,MIT,https://registry.npmjs.org/xmlchars/-/xmlchars-2.2.0.tgz
yallist,3.1.1,ISC,https://registry.npmjs.org/yallist/-/yallist-3.1.1.tgz
yocto-queue,0.1.0,MIT,https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz
